,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
1803,Chlitina Beauty,5046,3.90,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (2 Sessions),"Reinforce your nails with a vibrant dash of colour and get pampered with a gel manicure. Pick out a colour of your choosing, and have them last up to 2 weeks without chips or cracks! You'll also get a return soak-off to strip the colour from your nails without damaging them. Accompany this with a classic pedicure so your toes don't feel left out.",S$170,S$50,71,5,1,['Ang Mo Kio Central'],2017-12-05T00:00:00.000+08:00,2018-03-02
1804,Apple Queen Beauty,5183,4.00,Brazilian Waxing for 1 Person (3 Sessions),Shed your hair without a care and go bare with a Brazilian wax session! Take off hair from the root and have finer hair regrowth and longer-lasting hairlessness for your efforts.,S$357,S$60,83,5,1,"['#02-69, International Plaza']",2017-12-29T00:00:00.000+08:00,2018-03-02
1805,Ingenious Beauty,5190,5.00,90-Minute Customised Mesotherapy Facial for 1 Person (1 Session),"Go deeper beneath your skin and combat the effects of impurities, ageing, and toxins with a customised mesotherapy facial. This treatment combines a selection of pharmaceutical and homeopathic medications to improve your skin's health and overall apperance.",S$280,S$20,93,5,1,"['#12-07, International Building']",2017-12-29T00:00:00.000+08:00,2018-03-02
1806,Kawaii Five,909,3.90,Classic Gel Manicure with Return Soak Off  + Foot Scrub for 1 Person,Give your nails a coat of long lasting gel polish in this classic gel manicure session where you can choose your favourite colour while getting a foot scrub. Come back for a return soak off to safely remove the gel polish and protect your nails.,S$95,S$24,75,5,2,"['#05-90, Far East Plaza', 'Hougang ']",2017-07-31T00:00:00.000+08:00,2018-03-02
1807,Vin Beauty Spa,4858,2.90,Classic Manicure and Pedicure for 1 Person (2 Sessions),"Pretty up your nailbeds with a pampering classic manicure and pedicure. Offering a wide variety of colours to pick from, choose your favourite hue that will add an elegant touch to your look. Leave with beautifully shiny and glamorous nails.",S$90,S$40,56,5,1,['Bedok Central'],2017-11-06T00:00:00.000+08:00,2018-03-02
1808,Green Beauty Solutions,4183,4.60,Lash by Lash Treatment and Eyebrow Shaping for 1 Person (2 Sessions),"Extend your eyelashes and add that extra flutter with a lash by lash eyelash extension treatment. By doing it lash by lash, it helps to give your eyes a more natural look with luscious lashes. Additionally, get beautifully shaped eyebrows that will make you Instagram-ready at any moment of the day.",S$150,S$44,71,5,1,['Clementi Central'],2017-07-25T00:00:00.000+08:00,2018-03-02
1809,JYUNKA Concept Centre,4190,4.90,"75-Minute Jyunka V Purifying Treatment + One (1) 50ml ""Pimple Buster"" Purify Mask for 1 Person","Address concerns for your skin and tend to blemishes, age spots, and uneven skintone with a Jyunka V Purify facial. Also receive with your treatment a boutique-sized 50ml bottle of the ""Pimple Buster"" Purifying Mask.",S$249,S$58,77,5,1,"['#02-05, Pacific Plaza']",2017-07-26T00:00:00.000+08:00,2018-03-02
1810,InSkin Beauty Center,2997,3.50,Teeth Whitening for 1 Person (2 Sessions),"Get your teeth stains removed professionally and your teeth enamel protected from damage with InSkin Beauty Center's teeth whitening procedure. The quick and painless, safe procedure is being carried out by well-trained therapists, and provides instant results.","S$1,600",S$120,93,5,1,['Bishan Central'],2017-07-11T00:00:00.000+08:00,2018-03-02
1811,Skin Repair,3115,3.50,Genosys Clinical HR3 Matrix Scalp Treatment for 1 Person (6 Sessions),"Make full use of Skin Repair's advanced aesthetic grade materials and equipment with their Genosys clinical HR3 Matrix scalp treatment. Suitable for both males and females, the treatment cleanses, hydrates and repairs scalp, resulting in overall healthier scalp and hair condition.","S$2,328",S$90,96,5,2,"['#11-03, Forum', 'Bugis']",2017-04-10T00:00:00.000+08:00,2018-03-02
1812,De Aurora Beauty,3206,4.10,Underarm / Upper Arm / Lower Arm Honey Waxing (12 Sessions),"Banish arm furries with 12 waxing sessions! Target either the underarm, upper arm, or lower arm with a honey waxing, which results in longer lasting hairlessness with finer regrowth.",S$456,S$90,80,5,1,['Bugis'],2017-04-27T00:00:00.000+08:00,2018-03-02
1813,Face Shower Bar by Irén,4801,4.60,Deep Cleanse Hydra Peel Facial with Splash & Soak Booster for 1 Person (2 Sessions),"Face Shower Bar believes that all women can be busy and beautiful at the same time. Be ""WOW-ed"" by the Quick Shower Facial in Singapore's first facial Dry Bar. This quick yet efficient facial therapy uses the latest exfoliation technology called hydra-dermabrasion to give skin a thorough power wash, removing clogged pores and blackheads with no pain, no downtime. It follows a three-step patented DermaSOS programme formulated by A*Star researchers to give the best results. ",S$280,S$70,75,5,1,"['#B1-17A, CityLink Mall']",2017-11-13T00:00:00.000+08:00,2018-03-02
1814,Glam Life Beauty & Nails,4808,4.70,Gel Mani-Pedi with Return Soak-Off for 1 Person (1 Session),"Add a little bit of glitz and glam to your nails with a gel mani-pedi from Glam Life Beauty & Nails! Gel polish lasts up to 2 weeks with proper care, and is known to be resistant to chips and cracks. Put those babies to the test!",S$88,S$38,57,5,1,['Tiong Bahru'],2017-11-01T00:00:00.000+08:00,2018-03-02
1815,Diva Spa,888,4.00,6-Session Brazilian IPL Hair Removal for 1 Person,"Get ready for your bikini with a Brazilian IPL hair removal. It is a pain-free and swift removal, with longer lasting hair regrowth. So you wouldn't have to worry about having to shave off or wax those pesky hairs every time. ",S$480,S$72,85,5,2,"['Adelphi', 'Clementi']",2017-05-08T00:00:00.000+08:00,2018-03-02
1816,Modern Concepts Beauty,4814,5.00,1-Hour Customised Facial for 1 Person (1 Session),"Want to turn heads and wow many? Give your skin some tender loving care with a customised facial. Get soft and supple skin that's radiant and glowing, choosing from a collagen facial, hydrating facial, or a vitamin facial.",S$238,S$28,88,5,1,['#05-25 Singapore Shopping Centre'],2017-11-15T00:00:00.000+08:00,2018-03-02
1817,The One Skin Management,5096,5.00,90-Minute Hydrating / Cleansing Facial + 30-Minute Neck / Eye Treatment for 1 Person,Take a break away from the hustle and bustle of the city and rejuvenate your skin and senses with a facial and face treatment from The One Skin Management! Pick from either choices of hydrating or deep cleansing facial to go along with either an eye or neck treatment.,S$256,S$38,85,5,1,"['#05-42, Far East Plaza']",2017-12-20T00:00:00.000+08:00,2018-03-02
1818,Green Beauty Solutions,4183,4.60,"Lash by Lash Treatment, Touch Up and Eyebrow Shaping for 1 Person (1 Session)","Extend your eyelashes and add that extra flutter with a lash by lash eyelash extension treatment. By doing it lash by lash, it helps to give your eyes a more natural look with luscious lashes. Additionally, get beautifully shaped eyebrows that will make you Instagram-ready at any moment of the day.",S$130,S$30,77,5,1,['Clementi Central'],2017-07-25T00:00:00.000+08:00,2018-03-02
1819,FREE Skin & Body Perfect,3334,4.50,90-Minute Customised Facial with Treatment for 1 Person (2 Sessions),"Find the time to get away from the worries of life and pamper yourself with a customised facial of your choice, accompanied by your selection of an eye, neck, or headache relief treatment to further soothe your tired body.",S$656,S$40,94,5,1,"['#03-19A, The Centrepoint']",2017-08-28T00:00:00.000+08:00,2018-03-02
1820,"Celmonze The Signature, Singapore",5104,4.40,75-Minute Porcelain Skin Whitening Treatment for 1 Person (2 Sessions),"Combat the effects of sunlight and rid your skin of blemishes, freckles, and uneven skin tone with a porcelain skin whitening treatment. By deeply penetrating your skin's surface, this treatment helps smooth out and lighten your complexion for a younger, more supple-looking appearance.",S$216,S$52,76,5,3,"['#03-10, Heartland Mall', '#02-01, Rivervale Mall', 'Tampines Street']",2017-12-16T00:00:00.000+08:00,2018-03-02
1821,"Celmonze The Signature, Singapore",5104,4.40,75-Minute Porcelain Skin Whitening Treatment for 1 Person (1 Session),"Combat the effects of sunlight and rid your skin of blemishes, freckles, and uneven skin tone with a porcelain skin whitening treatment. By deeply penetrating your skin's surface, this treatment helps smooth out and lighten your complexion for a younger, more supple-looking appearance.",S$108,S$28,74,5,3,"['#03-10, Heartland Mall', '#02-01, Rivervale Mall', 'Tampines Street']",2017-12-16T00:00:00.000+08:00,2018-03-02
1822,My Lacquer Room,4679,4.80,Gel Manicure with Return Soak-Off for 1 Person (1 Session),Treat your talons with a little TLC! Try out a gel manicure that will last longer than classic manicures and make your nails pop with colour.,S$98,S$18,82,5,1,"['#02-46, One KM Shopping Mall']",2017-10-11T00:00:00.000+08:00,2018-03-02
1823,Mero Skin,2461,4.10,Half Leg IPL Hair Removal for 1 Person (3 Sessions),Painlessly strip unwanted hair off your body at MeroSkin with their half leg IPL hair removal. IPL treatment is a safe and non-invasive hair removal procedure which promotes long-lasting hairlessness with finer regrowth. The treatment is recommended to be done once a month.,S$300,S$45,85,5,1,['International Plaza'],2017-04-17T00:00:00.000+08:00,2018-03-02
1824,Expressions,2823,3.70,Men's Exfoliating Facial with Dynamic and Enzyme Peel for 1 Person,"Unearth radiant complexions with this exfoliating men's facial with Dynamic and enzyme peel. The non-invasive facial tightens pores, brightens skin tone, removes dead skin cells, and purifies skin with a customised peel for fresher and smoother-looking skin.",S$280,S$22,92,5,2,"['Sin Ming Plaza', 'Regency House']",2017-05-03T00:00:00.000+08:00,2018-03-02
1825,Theresa Beauty,2465,3.60,60-Min Purifying Facial (2 Sessions),"Illuminate your complexion with a purifying facial! Facial cleanses, hydrates, and purifies skin while removing dead skin cells for smoother and softer skin texture. Lymphatic detox neck treatment helps promote blood circulation and lymphatic drainage.",S$196,S$30,85,5,6,"['Jurong East Central', 'Tampines Central', 'Hougang Central', 'Ang Mo Kio Central', 'Clementi Central', 'Toa Payoh Central']",2016-09-30T00:00:00.000+08:00,2018-03-02
1826,The Skin Clinique,4415,4.40,Classic Gel Manicure with Return Soak-Off and Pedicure for 1 Person (3 Sessions),Doll up your nails with a pampering classic gel manicure and pedicure session. Pick and choose the colour of your choice from a wide variety of colours available from the bright tones to the muted hues. Receive beautifully shaped and painted nails with this treatment that will add an elegant touch to your look.,S$378,S$88,77,5,1,['Bedok'],2017-08-30T00:00:00.000+08:00,2018-03-02
1827,Lavish Beauty,4291,4.40,Full Arm / Leg SHR Hair Removal for 1 Person (12 Sessions),Flaunt bikini bodies with confidence with this SHR hair removal service. Choose between a full arm or leg hair removal treatment that will leave you with a smoother skin complexion. Say goodbye to hiding under long sleeved tops or long pants with your newly treated skin.,"S$1,656",S$178,89,5,1,"['#03-08, International Plaza']",2017-11-03T00:00:00.000+08:00,2018-03-02
1828,Zen Aura Spa,4167,4.40,"1-Hour Aroma Bliss, Diamond Peel, or V Shaping Facial for 1 Person","Take a break for a well-deserved pampering session with this 1-hour facial. Choose from  the Aroma Bliss facial for supple skin, the Diamond Peel facial for smoother skin and lighter scars, or V-shaping facial for a contoured facial planes.",S$180,S$28,84,5,1,['River Valley'],2017-07-14T00:00:00.000+08:00,2018-03-02
1829,De Natural Beauty Private Limited,2474,4.50,Small Area Waxing for 1 Person (3 Sessions),"Waxing is a simple and non-hassle way of removing unwanted hairs. It also promotes for longer regrowth of hairs, so forget everything else and start waxing to remove those unwanted hairs.",S$105,S$40,62,5,2,"['Tiong Bahru', 'Clementi Ave 2']",2016-05-15T00:00:00.000+08:00,2018-03-02
1830,De Natural Beauty Private Limited,2474,4.50,Half-Leg IPL Hair Removal for 1 Person (6 Sessions),Remove unwanted hairs with IPL for longer lasting hair regrowth. You won't have to worry about getting rid of unwanted hairs on a monthly basis.,S$528,S$60,89,5,2,"['Tiong Bahru', 'Clementi Ave 2']",2016-05-04T00:00:00.000+08:00,2018-03-02
1831,The Prestige Brow.Lash.Nails.Face,5249,4.00,Gel Manicure + Classic Pedicure with Return Soak-Off for 1 Person (1 Session),"Bolster the look of your nails with a new sheen and gleam with this nail service! Inclusive of a gel manicure and classic pedicure, feel free to flaunt your newly decorated nails for the days to come before receiving a soak-off.",S$108,S$33,69,5,1,['Siglap'],2018-01-30T00:00:00.000+08:00,2018-03-02
1832,My Hairstylist,5295,3.00,"Colouring / Highlights + Hair Treatment + Cut, Wash, and Blow for 1 Person","Everyone needs to turn over a new leaf once and a while. Turn over your look with a revamp to your luscious locks with a colouring or highlight treatment. With this new spark of colour, you also get a hair treatment that'll make sure your tresses stay shimmering and strong in the face of chemicals and harsh weather. In addition to this, you also get to try out a new hairstyle with a cut, wash, and blow to round off your revamping.",S$186,S$48,74,5,1,['Toa Payoh Central'],2018-01-22T00:00:00.000+08:00,2018-03-02
1833,The Skin Clinique,4415,4.40,Ba Guan TCM Slimming for 1 Person (1 Session),"Ba Guan, also known as fire cupping, is a Chinese medical treatment in which a vacuum is created by fire in glass cups which are placed on the patients back. This treatment helps you lose weight by getting rid of the toxins in your body and incorporates slimming massages to tone up flabby areas such as the back, leg, arm, or tummy. It also help increase the elasticity of your skin and improve your overall health.",S$88,S$22,75,5,1,['Bedok'],2017-09-28T00:00:00.000+08:00,2018-03-02
1834,Skin Naturlique,4686,4.00,Gelish Pedicure with Return Soak-Off for 1 Person (1 Session),Pamper your aching feet and give your delicate toes a makeover with a Gelish pedicure. Gel polish lasts up to 2 weeks without chips or cracks.,S$68,S$19,72,5,1,['International Building '],2017-10-23T00:00:00.000+08:00,2018-03-02
